time_id,item_id,location_id,dollars_sold,units_sold
351,17,8,26.45,1
193,25,24,31.92,2
235,24,12,332.35,8
220,2,20,112.88,3
365,39,3,76.29,4
270,29,21,93.36,4
44,19,22,76.46,3
27,28,9,139.7,4
150,37,27,43.46,2
189,1,15,32.9,2
245,33,21,72.54,3
176,44,6,206.75,5
188,37,28,111.69,5
337,31,8,90.8,2
123,5,19,74.84,3
181,38,3,91.6,5
204,38,2,61.89,3
171,25,4,56.2,4
354,30,29,151.93,4
352,31,7,128.75,3
188,7,27,75.73,2
165,13,18,52.57,2
215,40,3,128.1,4
67,49,14,197.17,5
156,14,15,113.15,4
80,21,9,45.7,2
53,46,19,138.04,4
35,9,26,167.99,4
215,14,27,70.03,3
1,3,16,52.85,4
236,12,27,12.19,1
158,32,28,209.47,7
134,18,3,30.9,1
281,50,20,120.25,4
197,45,24,138.59,8
268,45,1,55.63,3
259,37,19,73.31,4
12,36,28,38.34,2
79,26,9,50.95,3
209,50,26,215.55,8
357,5,29,93.4,3
57,37,20,44.64,2
39,8,19,77.47,2
344,17,17,77.23,2
353,13,13,112.43,3
62,31,14,92.03,2
147,40,16,76.29,2
229,4,15,49.83,3
72,31,25,275.42,10
120,12,24,53.99,3
145,4,11,37.02,3
235,21,16,67.24,3
113,30,7,47.84,2
151,11,6,55.4,2
106,20,12,114.25,3
278,48,2,117.88,8
56,18,26,55.14,2
85,50,4,228.14,8
92,42,10,176.04,8
331,19,8,39.42,1
345,29,7,168.81,5
183,36,12,138.28,6
58,24,22,145.8,4
276,21,27,65.24,3
180,17,6,61.14,4
311,7,8,52.43,1
132,2,15,46.91,1
365,17,10,87.36,4
295,40,24,182.91,6
82,12,7,56.22,3
265,9,13,104.13,2
105,17,17,25.89,1
128,30,12,32.15,1
92,11,19,35.74,1
250,12,24,24.67,2
96,6,16,26.85,1
234,17,14,55.7,2
213,11,29,131.6,4
275,42,30,143.4,5
363,46,30,213.86,5
4,19,1,199.58,6
362,5,26,40.69,2
40,5,27,80.07,3
193,17,25,16.89,1
125,24,23,96.94,3
234,27,11,68.81,2
264,16,22,103.27,5
314,18,18,90.8,2
147,15,25,31.93,1
341,26,11,65.18,3
118,35,23,50.4,4
75,3,24,35.56,4
139,24,26,178.81,6
193,33,6,73.97,3
244,34,26,42.92,2
304,29,7,43.19,2
83,27,29,134.81,4
111,35,2,61.88,4
343,19,7,35.68,1
161,29,19,124.38,4
89,16,17,58.8,2
360,22,21,45.01,2
164,7,13,180.32,5
360,18,1,95.18,2
336,8,19,307.9,6
331,12,16,51.14,2
213,21,16,134.68,6
292,26,12,31.6,2
351,48,27,148.85,8
99,2,24,53.03,2
14,45,6,183.41,8
118,17,2,17.67,1
233,37,6,110.75,6
200,34,2,180.14,6
30,49,22,142.06,5
205,6,19,54.11,2
64,49,14,116.96,4
185,4,18,13.44,1
211,44,25,197.21,7
233,33,25,75.16,4
151,25,14,58.97,3
150,20,18,128.27,4
248,5,18,43.0,2
274,41,29,112.07,6
295,37,23,53.51,4
122,47,10,54.91,4
155,37,27,88.46,5
121,48,12,122.05,7
193,45,23,86.84,5
47,22,30,79.84,4
157,36,25,121.26,6
69,14,4,37.83,2
195,40,7,205.1,5
311,31,24,204.31,5
360,23,4,154.26,4
163,32,1,172.36,7
21,14,8,22.68,1
84,32,15,168.92,5
39,24,4,103.39,3
278,17,5,22.53,1
360,49,11,415.03,9
203,4,18,15.98,1
65,38,17,149.56,5
8,11,24,53.96,2
357,12,30,63.19,3
116,8,1,96.01,3
41,6,21,20.57,1
65,7,5,64.79,2
94,42,11,147.82,5
240,47,11,50.56,4
326,30,22,205.8,6
101,1,8,48.57,3
251,44,27,347.36,9
24,31,12,109.66,3
4,27,25,65.35,2
21,48,29,120.5,8
337,21,16,137.43,5
213,19,4,163.82,6
294,39,22,25.2,2
8,27,13,121.5,3
9,36,11,62.49,3
310,35,14,15.65,1
38,42,9,140.41,5
57,16,9,59.08,2
190,4,30,24.16,2
222,24,9,160.88,4
84,33,14,145.65,4
163,41,22,118.4,7
247,14,7,142.76,6
162,38,19,107.26,4
140,42,27,149.99,5
27,41,25,208.22,9
165,41,1,85.11,5
294,50,13,157.92,5
229,34,1,26.31,1
326,19,19,84.65,2
47,22,10,19.59,1
5,38,27,65.92,3
201,12,6,27.96,2
66,31,26,56.55,2
217,29,11,70.28,2
330,34,28,121.29,4
124,22,6,112.85,5
201,37,9,97.51,6
249,4,11,13.81,1
55,38,30,172.97,6
328,41,23,74.76,3
75,45,25,73.76,5
296,47,17,93.97,6
241,18,24,54.69,2
52,3,19,40.86,3
265,33,21,156.67,7
72,5,26,73.49,4
219,15,30,109.79,2
351,36,18,110.94,3
348,30,14,161.94,4
319,31,20,242.44,5
181,38,23,97.16,7
205,9,30,73.38,2
110,40,21,249.6,9
337,30,29,98.65,3
175,22,22,19.18,1
282,24,29,434.1,8
132,26,23,17.36,1
271,28,27,90.63,3
82,17,6,107.94,5
268,12,30,52.66,3
17,9,11,135.15,4
39,18,24,123.5,5
129,14,12,101.16,4
176,26,14,154.77,6
260,46,23,166.33,5
132,6,17,73.62,3
7,16,22,95.67,5
119,3,3,21.53,2
161,49,26,209.58,8
199,36,13,144.16,6
236,13,24,69.15,3
91,21,9,96.69,4
223,37,18,50.25,2
231,48,18,184.43,11
284,29,5,53.39,2
191,14,15,102.65,4
296,35,20,51.15,3
81,35,26,64.15,6
260,33,27,105.41,5
17,3,12,12.75,1
38,36,20,106.88,4
316,1,6,53.55,3
174,46,27,473.32,10
227,45,27,117.59,6
221,29,30,135.58,4
254,33,15,101.65,4
90,4,11,84.66,6
66,44,23,112.0,4
16,14,22,19.69,1
316,14,7,150.85,5
82,36,17,140.51,6
210,47,20,134.98,9
167,25,14,115.88,6
60,26,12,94.1,3
152,28,8,192.6,6
31,15,13,204.22,4
65,30,8,190.72,7
51,49,10,149.82,6
301,20,6,99.78,3
208,39,12,64.08,3
338,39,19,57.95,3
160,43,12,319.25,6
74,37,5,36.81,2
223,47,25,42.55,4
340,36,13,95.29,3
195,49,18,259.69,8
7,36,16,82.68,4
111,42,16,241.2,8
338,45,14,334.85,12
190,50,23,133.4,7
348,30,26,202.25,8
186,36,28,98.56,5
5,49,14,173.41,5
319,20,11,78.54,2
279,6,3,74.3,3
262,45,14,70.24,3
355,32,30,27.92,1
72,22,8,38.83,2
331,36,26,120.13,6
85,2,23,73.88,3
355,24,20,326.05,5
70,14,17,113.51,5
201,15,23,37.85,1
289,49,3,173.63,6
29,28,4,111.77,4
25,8,6,120.89,3
311,19,23,88.53,3
23,13,13,53.11,2
225,46,7,231.3,7
343,15,2,211.97,4
225,18,15,72.17,2
176,17,12,90.85,4
153,9,6,109.41,3
233,40,1,113.23,3
209,29,23,66.49,3
184,22,24,42.17,2
57,20,8,27.96,1
242,34,15,171.59,5
271,5,8,42.1,2
259,47,13,63.01,4
28,29,4,121.33,4
257,12,29,17.93,1
267,27,22,129.07,4
67,43,28,303.2,8
310,9,9,122.85,3
192,27,27,189.74,5
173,30,16,88.87,3
264,41,6,119.04,6
187,29,10,206.23,5
199,37,25,67.84,5
114,39,24,57.87,4
339,45,22,62.85,3
354,19,7,178.43,5
48,36,20,111.01,5
268,13,29,103.52,4
9,43,2,236.22,8
135,48,10,45.72,3
355,15,3,105.74,2
64,29,4,132.22,5
138,42,30,109.92,4
81,2,8,166.36,4
266,36,6,45.55,2
170,42,3,323.45,12
217,44,30,77.47,2
345,10,15,43.8,1
191,38,24,81.54,4
268,40,8,282.16,8
36,1,20,47.26,2
79,36,27,136.93,6
346,32,21,122.66,3
314,49,16,288.13,5
240,3,7,19.2,2
139,49,8,189.45,6
73,29,18,67.14,2
311,14,14,218.07,6
287,20,2,151.26,5
89,39,6,96.05,5
216,50,13,99.98,4
226,16,6,63.8,3
175,50,17,150.85,5
339,32,10,91.66,3
46,10,9,24.6,1
95,30,4,172.52,6
35,41,16,109.0,5
253,3,6,28.22,3
236,4,19,35.27,2
361,1,29,45.58,2
198,29,28,80.15,3
55,3,21,7.93,1
165,47,25,44.12,4
33,7,28,43.74,1
245,4,21,27.65,2
247,13,8,49.96,2
314,39,16,73.94,3
125,46,26,298.22,11
114,13,21,66.97,3
27,26,11,55.81,3
152,39,6,50.86,3
174,40,5,272.02,7
276,8,12,108.88,3
276,42,25,133.64,5
52,44,17,246.01,7
105,37,2,110.18,6
187,27,28,76.05,2
123,20,13,161.19,4
10,45,12,106.69,4
309,44,25,345.23,8
267,26,12,96.33,5
190,38,19,101.43,3
116,20,28,178.15,5
308,38,16,119.67,4
13,5,19,24.26,1
163,46,11,79.08,2
293,26,27,33.61,2
348,30,3,54.13,2
92,10,9,91.74,3
238,27,30,54.81,2
70,1,15,56.76,3
43,45,6,86.02,4
129,38,13,99.11,4
324,23,8,181.34,4
252,42,16,310.55,9
179,41,8,149.37,8
104,6,12,57.77,2
52,3,28,10.06,1
99,13,3,46.16,2
56,1,23,108.57,7
69,29,3,117.41,4
251,27,14,111.34,3
49,27,21,123.96,4
18,4,29,26.18,2
198,46,8,408.61,12
105,49,2,147.61,4
166,30,23,61.78,2
52,1,27,19.97,1
77,20,17,181.65,5
161,36,2,65.17,3
252,38,16,28.91,1
152,13,12,28.66,1
198,42,14,210.02,8
191,49,2,190.82,5
99,26,10,58.72,4
103,20,30,72.29,2
156,27,2,187.76,5
12,2,28,135.42,3
251,27,16,224.31,5
225,2,18,151.27,4
112,2,29,123.4,3
137,28,7,149.97,5
120,26,30,79.05,5
238,50,9,42.0,2
278,26,11,100.08,6
40,49,14,236.5,8
151,41,19,236.66,8
6,17,10,17.34,1
166,47,24,92.96,8
91,25,1,48.43,3
123,30,20,62.3,2
167,6,20,77.68,3
119,11,17,156.63,4
144,27,19,165.0,4
280,14,23,79.28,4
296,30,28,75.34,3
3,4,7,29.16,2
138,13,15,100.43,3
310,34,17,333.48,6
194,31,11,32.43,1
75,50,30,108.09,4
217,45,16,56.09,3
53,41,18,216.11,8
8,1,6,52.16,4
231,31,13,88.57,2
189,12,19,65.4,3
277,14,13,25.35,1
126,11,24,68.36,3
312,23,5,92.52,2
154,7,5,79.37,2
270,27,11,179.6,6
37,9,10,41.43,1
36,26,25,26.9,2
286,32,27,161.76,5
305,9,15,59.52,1
344,6,16,126.32,3
119,41,9,207.55,11
9,37,16,111.56,5
358,14,22,72.59,3
220,45,22,72.29,4
91,12,30,46.88,3
279,47,18,37.34,3
330,6,11,96.69,3
104,34,3,140.6,5
281,1,21,36.7,3
288,10,25,50.18,2
184,21,17,41.9,2
231,5,28,35.76,2
99,23,10,330.0,9
340,12,2,62.44,3
359,5,19,52.1,2
359,49,4,152.02,3
270,50,3,182.81,8
16,49,22,147.08,5
134,8,14,82.19,2
163,20,19,90.6,3
351,17,23,46.89,2
200,17,12,24.17,1
196,21,19,89.33,4
54,26,17,46.81,2
290,25,18,85.51,4
123,15,22,122.4,3
34,49,12,317.51,9
361,49,16,368.59,8
70,17,18,73.89,3
6,12,5,67.65,4
29,27,7,91.52,3
166,19,3,88.87,4
38,50,6,215.48,7
308,22,14,111.98,4
188,2,29,116.02,3
119,7,28,35.24,1
2,4,23,35.08,3
176,20,17,84.35,2
56,16,7,71.7,3
357,43,11,590.8,11
107,45,23,136.56,7
174,8,28,67.47,2
7,48,29,114.16,7
48,30,12,224.05,6
76,16,15,55.44,2
19,21,16,104.19,4
265,23,2,191.75,5
346,9,4,225.06,6
360,44,2,279.17,6
98,1,23,47.66,3
288,4,7,37.35,3
184,14,22,90.06,4
17,8,12,164.2,4
34,4,24,9.8,1
200,20,4,65.49,2
155,19,10,59.01,2
4,7,7,108.35,3
340,41,14,295.42,9
267,45,17,125.85,6
184,36,6,93.25,4
361,27,21,131.95,4
355,48,29,158.38,7
356,18,2,87.19,2
95,22,3,46.86,2
322,1,29,62.41,3
185,36,20,142.99,6
266,5,28,40.98,2
314,34,22,27.31,1
60,40,22,163.47,5
164,11,5,26.67,1
48,31,16,178.2,4
103,16,11,20.77,1
151,20,26,48.64,2
313,27,2,159.81,4
315,13,1,106.66,4
143,40,17,214.78,5
121,20,30,67.08,2
194,24,30,154.0,4
333,41,18,78.87,3
357,12,13,134.69,6
83,23,9,112.94,4
69,50,30,161.23,5
258,20,6,109.54,4
111,6,4,73.47,3
73,15,16,53.0,1
12,48,12,89.63,6
148,38,15,161.81,7
144,41,28,123.25,6
206,13,9,105.41,4
74,42,27,172.67,5
261,20,7,186.04,5
249,40,10,132.58,3
169,45,1,120.16,7
67,11,21,68.82,3
186,47,26,43.09,3
247,32,27,136.84,4
137,37,6,40.49,2
97,38,24,105.08,5
185,9,5,77.39,2
130,38,19,94.3,3
147,11,22,46.69,2
128,14,5,74.41,4
111,6,4,53.62,2
262,10,3,28.23,1
168,49,22,115.51,5
171,17,19,109.82,4
239,20,4,71.74,3
132,24,16,50.8,1
37,36,24,35.45,2
312,29,8,161.04,4
21,27,19,128.2,3
209,42,9,180.18,6
98,25,8,44.28,3
79,39,12,64.02,4
16,46,11,138.22,4
329,34,15,259.72,6
157,2,7,173.43,5
126,14,12,61.15,2
271,31,19,366.0,8
15,24,12,84.83,2
207,15,20,318.38,6
181,17,4,85.51,4
203,4,5,63.59,4
46,12,26,87.81,7
348,40,14,201.71,4
88,1,19,57.03,3
248,42,23,275.27,10
273,17,5,81.78,4
126,41,30,142.79,6
48,13,13,85.28,3
109,42,27,165.48,6
295,29,13,147.58,4
331,43,13,295.74,6
342,4,19,37.27,2
83,40,6,214.28,6
222,14,19,51.34,2
56,18,30,60.24,2
260,3,20,11.7,1
152,48,3,118.68,8
261,33,21,46.07,2
251,50,2,139.46,6
363,29,4,189.51,6
179,8,9,33.29,1
125,17,10,38.21,2
193,22,1,54.51,3
60,8,1,77.57,2
41,47,24,114.59,8
190,48,14,167.41,10
302,29,6,125.02,5
195,30,13,90.66,3
286,36,21,75.56,4
65,34,23,53.43,2
165,4,9,26.03,2
224,27,6,224.85,7
127,39,29,140.52,6
6,41,19,149.23,7
27,30,30,121.02,4
339,45,10,174.36,6
221,30,4,75.25,3
97,20,12,111.14,3
95,23,10,52.94,2
15,35,22,67.42,6
345,45,22,122.89,5
40,12,3,80.81,5
278,15,18,403.33,8
88,33,11,93.42,3
123,39,19,64.91,3
100,20,12,76.52,2
301,33,17,108.3,4
12,1,22,30.24,3
129,15,9,177.91,4
102,48,6,117.92,8
100,29,22,52.52,2
71,44,29,149.47,4
334,11,14,125.74,3
139,15,30,44.82,1
153,49,6,187.98,7
141,50,25,147.59,8
358,44,30,161.53,4
124,16,9,80.18,4
125,41,5,125.91,6
120,23,20,157.0,5
120,43,27,201.06,6
33,43,3,425.93,10
221,22,20,113.91,5
10,16,27,48.33,2
83,49,1,153.69,5
74,23,16,39.18,1
107,22,3,36.57,2
277,34,6,164.35,6
219,47,15,76.4,5
362,7,10,74.33,2
129,50,3,180.68,6
339,22,25,18.81,1
17,2,7,125.02,3
185,16,27,43.83,2
292,24,6,138.55,4
195,34,16,83.18,2
341,29,22,48.96,2
115,7,15,98.3,3
13,25,13,50.03,3
283,12,23,13.79,1
25,14,1,19.22,1
280,36,25,17.48,1
268,41,21,58.19,4
309,8,23,85.16,2
175,31,13,180.24,4
327,22,12,24.09,1
62,17,18,56.14,3
159,36,20,89.99,4
45,13,28,54.47,2
280,39,26,99.86,6
261,21,2,139.02,7
295,5,5,60.11,3
279,40,29,185.78,5
113,43,12,372.2,9
25,29,18,71.43,2
340,37,2,44.13,2
180,8,4,33.28,1
35,17,13,27.14,1
339,18,22,280.26,7
363,39,24,120.68,7
163,18,27,66.13,2
282,37,6,33.63,2
14,16,7,23.1,1
35,31,17,306.7,8
101,11,17,121.59,3
240,28,2,104.54,3
49,5,14,61.86,2
13,37,27,108.39,6
245,2,5,88.18,2
282,50,25,189.65,8
270,42,14,245.25,8
292,29,16,186.84,5
294,46,20,226.07,6
220,41,22,167.79,9
190,8,20,161.25,4
313,38,4,83.43,3
128,19,9,56.02,2
36,43,26,83.61,3
275,44,2,234.46,7
101,48,22,100.15,8
358,23,16,188.17,4
152,10,4,106.02,3
311,7,4,102.96,3
16,9,30,187.59,4
241,50,1,197.75,8
164,30,1,126.55,5
169,18,1,54.72,2
97,23,19,115.23,3
355,9,28,99.59,2
144,29,6,159.03,6
311,22,24,67.29,3
156,40,22,72.05,2
18,2,7,81.56,2
321,47,3,109.93,7
68,4,15,34.96,2
99,21,3,66.13,3
315,18,4,230.58,6
327,36,14,149.8,4
335,33,25,201.2,8
156,10,30,97.13,3
277,25,19,61.73,3
120,27,9,89.07,3
271,24,10,94.91,2
184,2,19,80.13,2
19,9,6,85.87,2
153,26,16,96.59,4
171,14,24,40.76,2
94,28,26,55.41,2
137,9,2,164.26,4
184,37,9,97.86,6
19,10,8,144.64,5
56,33,17,87.91,3
280,42,6,240.42,9
129,18,29,77.23,2
223,7,28,128.32,3
207,1,10,42.94,3
202,19,13,278.07,8
151,6,14,67.98,2
177,45,2,97.18,6
301,49,27,188.08,6
353,50,24,72.03,3
94,47,10,203.82,11
245,30,17,234.35,7
354,17,12,85.21,3
3,23,7,128.93,4
287,13,10,86.95,4
182,43,4,343.29,8
354,22,25,47.65,3
212,20,20,109.65,3
306,35,28,113.18,7
61,19,1,78.33,3
52,18,19,107.06,3
339,12,17,56.64,3
193,4,19,38.89,2
204,2,30,72.44,2
63,21,12,53.81,2
83,50,5,148.09,6
299,14,1,53.04,2
111,33,15,179.8,6
214,17,6,95.27,4
116,16,5,24.49,1
97,9,5,121.73,3
61,29,9,122.8,4
340,33,4,203.94,4
344,18,15,39.18,1
43,27,20,119.6,3
129,24,9,104.72,3
206,14,5,71.16,3
140,35,18,46.3,3
264,28,3,79.11,2
95,4,23,34.94,3
22,25,12,66.71,3
123,20,13,27.38,1
219,40,8,231.76,6
66,16,9,61.84,3
298,48,5,79.08,5
5,31,17,196.77,4
25,7,5,101.73,3
186,21,21,57.55,3
187,45,8,76.34,4
108,13,17,28.47,1
95,36,17,158.06,6
26,40,20,119.03,3
242,35,23,19.87,2
139,5,17,55.73,2
44,19,26,47.93,2
146,18,8,145.37,4
343,18,23,81.13,3
96,44,11,353.02,9
327,1,19,22.13,1
95,27,15,80.0,2
68,50,28,83.87,3
96,44,9,58.95,2
118,31,16,98.04,2
45,50,5,198.75,8
215,21,20,43.62,2
122,31,2,188.32,4
263,28,13,177.27,5
180,3,1,9.2,1
162,3,10,11.25,1
172,45,15,242.61,10
58,9,10,137.97,3
261,18,12,111.45,3
39,32,5,121.7,4
264,29,22,91.96,3
365,26,24,33.19,2
279,49,14,205.58,6
167,40,2,31.29,1
115,48,2,77.09,5
319,33,21,137.81,5
94,49,28,112.45,3
177,31,26,127.37,4
282,28,13,73.2,2
337,41,15,248.78,8
337,44,5,415.88,10
33,4,3,28.53,2
328,46,23,318.51,8
42,35,13,112.17,7
214,45,15,45.74,2
340,36,11,138.47,5
240,47,10,163.7,11
346,14,30,55.6,2
126,10,25,79.16,3
115,10,21,78.27,3
120,13,12,24.43,1
130,11,22,48.08,2
250,23,11,177.32,5
166,10,16,79.1,2
270,8,5,181.27,5
152,27,22,133.56,5
113,40,2,85.31,2
70,7,22,120.14,3
202,26,19,21.45,1
328,33,2,123.37,4
314,36,16,55.16,2
93,6,7,121.55,5
175,37,15,81.84,4
258,2,1,100.73,3
224,12,22,32.73,2
25,16,16,120.07,4
216,43,11,226.99,7
15,10,27,64.26,2
43,40,20,89.46,2
239,50,19,175.83,6
38,48,5,50.15,4
124,16,16,149.09,5
215,5,22,21.58,1
240,12,28,15.55,1
163,39,19,36.27,2
35,10,6,202.59,6
292,33,21,102.73,5
347,19,3,152.57,5
325,39,10,57.67,3
274,31,28,44.86,1
147,30,25,85.49,4
320,40,28,224.76,5
179,48,11,27.84,2
50,19,21,67.93,3
311,27,22,62.84,2
117,32,8,131.45,5
343,42,29,257.21,9
135,25,30,50.48,3
318,19,4,111.59,3
197,43,23,155.55,5
171,48,14,119.63,7
109,29,21,83.01,4
306,6,17,100.1,3
23,15,7,88.66,2
172,24,3,131.77,3
135,36,16,72.8,3
199,34,26,158.17,7
93,42,25,187.72,8
243,2,9,32.96,1
141,24,26,158.75,5
69,36,11,132.28,6
72,50,17,185.62,6
255,8,10,91.43,3
96,44,16,306.82,8
113,1,16,53.15,3
229,10,21,66.58,3
121,43,15,219.25,6
142,40,16,482.83,10
90,49,20,136.54,4
127,31,13,77.86,2
253,31,16,195.16,4
195,27,3,107.25,3
365,26,27,70.72,3
282,26,4,92.44,6
7,15,27,43.16,1
139,43,23,207.88,7
106,18,29,33.63,1
215,31,1,143.31,3
97,34,7,84.67,3
353,27,2,142.89,3
110,31,13,56.39,1
191,3,28,39.48,3
45,16,23,102.59,5
333,23,22,159.53,4
333,20,26,162.32,5
290,46,1,251.45,7
129,45,24,155.13,8
22,36,10,70.88,3
260,18,21,29.15,1
157,3,23,35.19,4
362,38,21,87.86,4
255,45,13,81.35,4
197,25,19,101.13,5
361,42,15,430.1,11
293,47,19,72.07,4
168,28,14,124.12,4
7,11,12,138.41,4
34,2,7,33.56,1
162,38,12,127.03,5
206,29,22,166.95,6
12,8,27,127.88,3
47,3,4,11.52,1
258,49,6,248.22,8
275,17,16,72.46,3
11,17,22,63.87,3
186,32,6,99.93,3
30,19,10,107.36,3
265,46,2,267.9,7
305,35,2,78.03,5
318,18,5,165.27,4
219,14,22,43.49,2
230,44,27,280.7,8
339,30,15,109.14,3
224,46,6,364.17,7
163,18,28,124.77,4
276,2,9,76.18,2
216,45,5,112.37,6
308,12,5,57.44,3
192,43,11,90.75,3
318,36,23,40.86,2
17,12,12,101.22,5
14,38,14,27.16,1
37,5,11,26.54,1
204,20,29,94.1,3
259,18,21,111.79,4
79,33,20,89.07,3
57,27,14,143.98,4
315,31,16,168.31,3
274,24,27,293.64,7
237,37,20,54.83,3
179,9,25,40.95,1
154,36,2,59.5,3
8,3,26,46.7,5
69,5,29,116.74,5
328,37,21,81.04,4
124,8,29,32.4,1
258,39,18,92.75,4
257,7,9,33.39,1
113,8,19,61.18,2
75,47,19,54.17,3
253,9,5,89.86,2
35,46,7,62.54,2
181,18,9,31.15,1
325,40,17,186.48,3
260,47,5,147.34,9
279,6,24,69.19,3
31,17,4,23.12,1
73,29,29,124.64,4
101,44,21,151.75,5
107,10,11,26.57,1
71,10,12,69.26,2
355,19,21,72.59,2
61,11,3,165.53,5
259,14,22,61.06,3
215,7,17,82.63,2
223,42,7,97.53,3
79,40,27,121.27,3
113,8,19,177.36,4
222,27,5,148.3,5
110,33,20,88.93,3
254,32,13,218.82,6
15,50,23,78.13,4
27,33,15,89.11,3
266,35,30,28.08,2
226,2,28,42.86,1
16,4,2,46.04,3
329,31,13,128.1,2
2,46,7,239.27,6
349,20,14,143.1,3
267,33,5,135.3,6
361,11,17,74.09,2
347,23,5,144.95,3
115,38,19,96.91,4
277,33,14,195.74,7
77,6,30,77.53,4
173,44,27,376.27,9
88,47,19,42.78,3
178,24,14,174.39,4
319,18,22,190.8,5
160,27,21,46.29,2
34,41,5,149.02,6
119,23,12,69.16,2
288,2,30,35.48,1
191,4,10,24.87,2
205,41,1,71.95,4
158,40,26,182.84,6
107,39,28,110.61,7
219,7,20,37.09,1
232,9,20,57.85,1
328,20,11,129.37,4
226,12,11,50.81,4
364,20,28,59.55,2
302,28,26,58.1,2
29,15,15,122.27,3
144,7,10,107.01,3
141,21,6,77.63,3
2,37,1,75.22,4
66,31,15,178.18,4
279,17,17,231.88,10
129,16,21,40.2,2
54,30,25,110.88,5
105,9,12,199.55,4
101,42,6,225.46,7
64,44,26,87.93,3
37,2,23,55.07,2
279,49,16,143.5,4
301,2,2,231.54,6
182,23,15,36.68,1
225,34,19,170.2,5
336,17,26,119.52,5
308,11,16,107.96,2
12,3,14,26.89,2
348,37,12,71.56,3
25,2,13,62.39,2
10,25,1,17.12,1
148,20,4,109.46,4
273,49,23,229.23,9
30,47,11,36.79,3
107,41,26,139.81,8
96,37,12,61.16,3
146,28,30,32.44,1
360,18,6,140.31,4
121,9,6,149.52,4
77,49,18,308.64,8
45,20,25,104.79,4
73,22,5,58.47,3
49,8,16,81.67,2
210,14,7,40.54,2
154,32,23,141.83,5
182,22,17,58.67,2
304,30,20,141.62,4
212,11,9,117.17,5
57,5,9,39.31,2
138,45,20,153.54,6
115,22,11,71.21,4
302,19,21,47.8,2
113,15,5,144.31,4
51,33,10,121.07,5
269,29,4,148.04,6
157,20,3,134.11,6
35,47,8,63.47,4
252,46,15,179.08,4
77,10,5,51.59,2
317,33,3,68.48,2
304,49,27,228.96,7
135,25,16,91.19,4
203,2,22,66.1,2
208,7,22,116.87,4
239,34,4,151.38,5
26,46,19,371.04,8
119,7,26,36.4,1
63,28,14,125.01,3
255,25,26,132.88,7
26,15,29,150.19,3
189,32,17,87.41,3
266,44,4,250.7,7
347,12,19,80.88,4
106,3,27,37.15,3
3,18,18,132.76,4
265,16,25,78.95,3
1,37,17,146.74,7
25,27,13,241.43,6
362,1,29,37.22,2
315,17,5,23.44,1
259,37,14,122.24,6
305,24,5,102.28,2
28,29,20,193.2,6
33,14,28,90.06,4
110,16,30,124.62,5
9,7,8,136.57,4
325,5,22,22.83,1
21,2,27,89.26,2
199,32,26,44.58,2
312,8,16,193.28,4
269,29,6,94.83,4
86,48,14,116.83,7
172,35,24,35.15,3
201,29,19,90.47,3
281,6,12,25.08,1
156,25,7,35.11,2
105,45,20,198.89,8
291,20,13,113.48,3
324,42,15,327.54,10
179,36,29,105.2,4
11,14,1,63.86,3
183,8,8,30.85,1
325,1,28,44.5,2
362,14,28,101.81,3
147,17,10,100.81,5
55,33,30,168.2,7
209,29,7,57.43,2
304,24,2,208.47,6
345,37,10,91.47,3
19,39,16,121.29,7
107,36,1,66.53,3
175,45,6,78.16,4
36,18,24,49.13,2
324,42,19,237.78,7
41,22,19,105.27,4
243,10,30,33.23,1
336,8,7,78.13,2
251,5,27,41.78,2
279,48,11,187.04,14
97,9,28,190.19,4
303,42,24,155.71,6
153,40,7,242.45,6
23,22,7,100.41,5
134,46,17,367.3,8
128,46,16,244.59,7
191,47,8,85.7,6
97,25,8,19.11,1
169,15,27,137.73,3
157,3,23,36.13,4
120,43,6,156.54,5
255,44,22,28.82,1
112,27,5,64.39,2
280,4,14,33.09,2
92,42,1,149.44,6
316,15,20,98.39,2
134,28,6,137.91,4
15,33,8,80.78,3
55,8,6,36.33,1
295,4,6,24.4,2
319,4,3,31.4,2
78,48,17,92.49,5
220,48,27,108.61,7
210,22,10,107.49,6
49,22,24,20.04,1
165,21,17,87.11,4
254,18,8,108.93,5
354,28,2,154.5,4
310,18,24,101.97,3
36,31,1,146.25,4
87,19,13,36.58,1
160,32,2,101.5,4
55,48,24,102.63,7
209,11,30,51.62,2
4,4,10,40.84,3
42,27,10,127.2,4
18,6,17,97.27,3
108,12,16,34.18,2
279,40,12,135.42,3
65,21,11,103.2,5
361,28,6,156.53,4
99,39,8,60.9,4
17,7,18,89.86,2
123,24,23,144.0,4
274,2,23,63.07,2
39,25,16,71.88,3
27,12,23,28.43,2
311,46,18,276.64,6
217,14,11,57.12,2
126,11,11,65.14,2
276,1,16,39.21,2
309,7,10,43.49,1
132,11,23,139.25,5
205,12,6,24.89,2
4,37,2,88.61,4
112,45,15,183.22,7
218,43,3,165.4,5
72,48,6,130.82,8
362,45,12,247.1,8
355,23,1,139.95,4
95,20,7,60.85,2
145,33,17,93.65,3
70,16,12,53.14,2
184,31,27,148.54,4
46,50,3,204.04,7
143,10,22,27.22,1
203,39,18,98.27,4
224,47,20,45.23,3
218,27,21,63.37,2
81,18,2,55.82,2
290,13,24,68.7,3
253,9,10,35.64,1
275,17,20,76.74,3
171,38,9,74.94,3
326,26,12,24.52,1
